term,valence,source
edgy,-0.025,sentibignomics_x0.1
edit,-0.01,sentibignomics_x0.1
educated,0.075,sentibignomics_x0.1
educational,0.045,sentibignomics_x0.1
eerie,-0.05,sentibignomics_x0.1
effect,0.0,sentibignomics_x0.1
effective,0.06,sentibignomics_x0.1
effectiveness,0.05,sentibignomics_x0.1
effervescent,0.075,sentibignomics_x0.1
efficacy,0.05,sentibignomics_x0.1
efficiency,0.055,sentibignomics_x0.1
efficient,0.07,sentibignomics_x0.1
efficiently,0.075,sentibignomics_x0.1
effort,0.045,sentibignomics_x0.1
effortless,0.08,sentibignomics_x0.1
egalitarian,0.05,sentibignomics_x0.1
egregious,-0.08,sentibignomics_x0.1
egregiously,-0.07,sentibignomics_x0.1
eject,-0.035,sentibignomics_x0.1
ejectment,-0.035,sentibignomics_x0.1
election,0.005,sentibignomics_x0.1
electrical,0.0,sentibignomics_x0.1
electrify,0.06,sentibignomics_x0.1
electronic,0.0,sentibignomics_x0.1
elegant,0.06,sentibignomics_x0.1
elementary,0.0,sentibignomics_x0.1
elevate,0.045,sentibignomics_x0.1
elevated,0.05,sentibignomics_x0.1
elevation,0.04,sentibignomics_x0.1
elicit,0.01,sentibignomics_x0.1
eliminate,-0.045,sentibignomics_x0.1
elitist,0.0,sentibignomics_x0.1
elude,0.015,sentibignomics_x0.1
elusive,-0.03,sentibignomics_x0.1
emasculate,-0.065,sentibignomics_x0.1
embargo,-0.06,sentibignomics_x0.1
embark,0.025,sentibignomics_x0.1
embarrass,-0.025,sentibignomics_x0.1
embarrassment,-0.04,sentibignomics_x0.1
embattled,-0.065,sentibignomics_x0.1
embezzle,-0.08,sentibignomics_x0.1
embezzlement,-0.065,sentibignomics_x0.1
embezzler,-0.07,sentibignomics_x0.1
emblematic,0.04,sentibignomics_x0.1
embolden,0.025,sentibignomics_x0.1
embrace,0.055,sentibignomics_x0.1
embroil,-0.065,sentibignomics_x0.1
emerge,0.03,sentibignomics_x0.1
emergence,0.04,sentibignomics_x0.1
emergency,-0.03,sentibignomics_x0.1
emerging,0.03,sentibignomics_x0.1
emigrate,0.0,sentibignomics_x0.1
eminent,0.02,sentibignomics_x0.1
emit,0.0,sentibignomics_x0.1
emotion,0.0,sentibignomics_x0.1
emotional,-0.025,sentibignomics_x0.1
emotive,-0.005,sentibignomics_x0.1
emphasize,0.04,sentibignomics_x0.1
emphatic,0.035,sentibignomics_x0.1
employ,0.04,sentibignomics_x0.1
employable,0.055,sentibignomics_x0.1
employment,0.095,sentibignomics_x0.1
empower,0.075,sentibignomics_x0.1
empt,-0.04,sentibignomics_x0.1
emptive,0.0,sentibignomics_x0.1
enable,0.025,sentibignomics_x0.1
enchanting,0.07,sentibignomics_x0.1
encompass,0.005,sentibignomics_x0.1
encourage,0.045,sentibignomics_x0.1
encouragement,0.065,sentibignomics_x0.1
encroach,-0.03,sentibignomics_x0.1
encroachment,-0.045,sentibignomics_x0.1
encrust,0.0,sentibignomics_x0.1
encumber,-0.045,sentibignomics_x0.1
encumbrance,-0.04,sentibignomics_x0.1
encumbrancer,-0.03,sentibignomics_x0.1
encumbrancers,-0.055,sentibignomics_x0.1
end,-0.03,sentibignomics_x0.1
endanger,-0.08,sentibignomics_x0.1
endangerment,-0.07,sentibignomics_x0.1
endeavor,0.035,sentibignomics_x0.1
endemic,-0.05,sentibignomics_x0.1
endless,0.0,sentibignomics_x0.1
endorse,0.05,sentibignomics_x0.1
endorsee,0.0,sentibignomics_x0.1
endorsement,0.07,sentibignomics_x0.1
endow,0.025,sentibignomics_x0.1
endowment,0.05,sentibignomics_x0.1
endure,0.035,sentibignomics_x0.1
enduring,0.065,sentibignomics_x0.1
enemy,-0.06,sentibignomics_x0.1
energetic,0.075,sentibignomics_x0.1
energize,0.06,sentibignomics_x0.1
energy,0.03,sentibignomics_x0.1
enfeebled,-0.06,sentibignomics_x0.1
enforce,-0.03,sentibignomics_x0.1
enforceability,-0.02,sentibignomics_x0.1
enforceable,0.0,sentibignomics_x0.1
enforcement,0.0,sentibignomics_x0.1
engage,0.025,sentibignomics_x0.1
engaging,0.0,sentibignomics_x0.1
engender,0.04,sentibignomics_x0.1
engine,0.0,sentibignomics_x0.1
engineer,0.0,sentibignomics_x0.1
english,0.0,sentibignomics_x0.1
engrossing,0.0,sentibignomics_x0.1
engulf,-0.035,sentibignomics_x0.1
enhance,0.05,sentibignomics_x0.1
enhancement,0.065,sentibignomics_x0.1
enjoin,0.0,sentibignomics_x0.1
enjoyable,0.055,sentibignomics_x0.1
enjoyably,0.065,sentibignomics_x0.1
enjoyment,0.05,sentibignomics_x0.1
enlarge,0.05,sentibignomics_x0.1
enlarged,0.02,sentibignomics_x0.1
enlighten,0.05,sentibignomics_x0.1
enliven,0.07,sentibignomics_x0.1
enmesh,-0.035,sentibignomics_x0.1
enormous,0.085,sentibignomics_x0.1
enough,0.0,sentibignomics_x0.1
enrage,-0.05,sentibignomics_x0.1
enrich,0.05,sentibignomics_x0.1
enriched,0.055,sentibignomics_x0.1
ensconce,0.06,sentibignomics_x0.1
enshrine,0.06,sentibignomics_x0.1
ensnare,-0.01,sentibignomics_x0.1
ensure,0.02,sentibignomics_x0.1
entail,0.0,sentibignomics_x0.1
entangle,-0.05,sentibignomics_x0.1
entangled,-0.02,sentibignomics_x0.1
enter,0.03,sentibignomics_x0.1
enterprise,0.03,sentibignomics_x0.1
entertain,0.035,sentibignomics_x0.1
entertaining,0.06,sentibignomics_x0.1
entertainment,0.045,sentibignomics_x0.1
enthuse,0.04,sentibignomics_x0.1
enthusiasm,0.06,sentibignomics_x0.1
enthusiast,0.035,sentibignomics_x0.1
enthusiastic,0.08,sentibignomics_x0.1
enthusiastically,0.065,sentibignomics_x0.1
entice,0.065,sentibignomics_x0.1
enticement,0.06,sentibignomics_x0.1
enticing,0.045,sentibignomics_x0.1
entire,0.005,sentibignomics_x0.1
entrant,0.025,sentibignomics_x0.1
entrench,0.025,sentibignomics_x0.1
entrust,0.045,sentibignomics_x0.1
entry,0.0,sentibignomics_x0.1
enviable,0.01,sentibignomics_x0.1
envious,-0.03,sentibignomics_x0.1
envision,0.04,sentibignomics_x0.1
envy,-0.04,sentibignomics_x0.1
ephemeral,-0.025,sentibignomics_x0.1
epic,0.075,sentibignomics_x0.1
epidemic,-0.1,sentibignomics_x0.1
episodic,0.0,sentibignomics_x0.1
equal,0.035,sentibignomics_x0.1
equality,0.06,sentibignomics_x0.1
equalize,0.045,sentibignomics_x0.1
equate,0.01,sentibignomics_x0.1
equilibrium,0.025,sentibignomics_x0.1
equip,0.045,sentibignomics_x0.1
equipment,0.0,sentibignomics_x0.1
equitable,0.03,sentibignomics_x0.1
equivalent,0.01,sentibignomics_x0.1
era,0.0,sentibignomics_x0.1
eradicate,-0.045,sentibignomics_x0.1
erect,0.07,sentibignomics_x0.1
erode,-0.04,sentibignomics_x0.1
erosion,-0.04,sentibignomics_x0.1
err,-0.035,sentibignomics_x0.1
errant,-0.01,sentibignomics_x0.1
erratic,-0.045,sentibignomics_x0.1
erratically,-0.045,sentibignomics_x0.1
erroneous,-0.055,sentibignomics_x0.1
erroneously,-0.055,sentibignomics_x0.1
error,-0.035,sentibignomics_x0.1
eruption,-0.045,sentibignomics_x0.1
escalate,0.025,sentibignomics_x0.1
escalation,0.03,sentibignomics_x0.1
escape,0.0,sentibignomics_x0.1
escheat,-0.01,sentibignomics_x0.1
escheated,-0.03,sentibignomics_x0.1
eschew,-0.035,sentibignomics_x0.1
escrow,0.0,sentibignomics_x0.1
escrowed,0.0,sentibignomics_x0.1
escrowing,0.0,sentibignomics_x0.1
escrows,-0.005,sentibignomics_x0.1
esoteric,0.0,sentibignomics_x0.1
essence,0.05,sentibignomics_x0.1
essential,0.035,sentibignomics_x0.1
establish,0.035,sentibignomics_x0.1
established,0.055,sentibignomics_x0.1
estate,0.0,sentibignomics_x0.1
esteem,0.045,sentibignomics_x0.1
esteemed,0.045,sentibignomics_x0.1
esthetic,0.005,sentibignomics_x0.1
estimate,0.01,sentibignomics_x0.1
estoppel,-0.005,sentibignomics_x0.1
eternal,0.01,sentibignomics_x0.1
ethanol,0.0,sentibignomics_x0.1
ethic,0.07,sentibignomics_x0.1
ethical,0.06,sentibignomics_x0.1
eu,0.0,sentibignomics_x0.1
euphoria,0.055,sentibignomics_x0.1
euphoric,0.03,sentibignomics_x0.1
euro,0.0,sentibignomics_x0.1
european,0.0,sentibignomics_x0.1
eurozone,0.0,sentibignomics_x0.1
evacuate,-0.03,sentibignomics_x0.1
evacuee,0.0,sentibignomics_x0.1
evade,-0.03,sentibignomics_x0.1
evaluate,0.01,sentibignomics_x0.1
evaporate,-0.035,sentibignomics_x0.1
evasion,-0.04,sentibignomics_x0.1
evasive,-0.04,sentibignomics_x0.1
event,0.0,sentibignomics_x0.1
evergreen,0.055,sentibignomics_x0.1
evict,-0.065,sentibignomics_x0.1
eviction,-0.065,sentibignomics_x0.1
evident,0.035,sentibignomics_x0.1
evil,-0.08,sentibignomics_x0.1
evoke,0.0,sentibignomics_x0.1
evolution,0.025,sentibignomics_x0.1
evolutionary,0.04,sentibignomics_x0.1
evolve,0.05,sentibignomics_x0.1
exacerbate,-0.05,sentibignomics_x0.1
exact,0.035,sentibignomics_x0.1
exacting,0.0,sentibignomics_x0.1
exaggerate,-0.02,sentibignomics_x0.1
exaggeration,-0.015,sentibignomics_x0.1
exalt,0.035,sentibignomics_x0.1
exalted,0.05,sentibignomics_x0.1
examinership,0.02,sentibignomics_x0.1
exasperated,-0.065,sentibignomics_x0.1
exceedance,0.04,sentibignomics_x0.1
exceedence,0.02,sentibignomics_x0.1
excel,0.075,sentibignomics_x0.1
excellence,0.065,sentibignomics_x0.1
exceptional,0.09,sentibignomics_x0.1
exceptionally,0.08,sentibignomics_x0.1
excerpt,0.0,sentibignomics_x0.1
excess,-0.005,sentibignomics_x0.1
excessive,-0.03,sentibignomics_x0.1
excessively,-0.01,sentibignomics_x0.1
exchequer,0.0,sentibignomics_x0.1
excise,0.005,sentibignomics_x0.1
excite,0.065,sentibignomics_x0.1
excitement,0.055,sentibignomics_x0.1
exciting,0.075,sentibignomics_x0.1
exclude,-0.035,sentibignomics_x0.1
exclusion,-0.04,sentibignomics_x0.1
exclusive,0.02,sentibignomics_x0.1
exclusively,0.0,sentibignomics_x0.1
exclusiveness,0.0,sentibignomics_x0.1
exclusivity,0.02,sentibignomics_x0.1
excruciating,-0.07,sentibignomics_x0.1
exculpate,0.03,sentibignomics_x0.1
exculpation,0.0,sentibignomics_x0.1
exculpatory,0.0,sentibignomics_x0.1
execute,0.02,sentibignomics_x0.1
execution,0.0,sentibignomics_x0.1
executor,0.0,sentibignomics_x0.1
executory,0.0,sentibignomics_x0.1
executrix,-0.01,sentibignomics_x0.1
executrixes,-0.04,sentibignomics_x0.1
exemplary,0.06,sentibignomics_x0.1
exempt,-0.01,sentibignomics_x0.1
exhaust,-0.04,sentibignomics_x0.1
exhausted,-0.045,sentibignomics_x0.1
exhausting,-0.05,sentibignomics_x0.1
exhaustion,-0.045,sentibignomics_x0.1
exhaustive,-0.025,sentibignomics_x0.1
exhilarating,0.035,sentibignomics_x0.1
exhort,-0.015,sentibignomics_x0.1
exhume,-0.015,sentibignomics_x0.1
exile,-0.06,sentibignomics_x0.1
exodus,-0.09,sentibignomics_x0.1
exonerate,0.05,sentibignomics_x0.1
exoneration,0.02,sentibignomics_x0.1
exorbitant,-0.02,sentibignomics_x0.1
exorcize,-0.005,sentibignomics_x0.1
exotic,0.005,sentibignomics_x0.1
expansionary,0.06,sentibignomics_x0.1
expansionist,0.02,sentibignomics_x0.1
expansive,0.045,sentibignomics_x0.1
expect,0.02,sentibignomics_x0.1
expectation,0.025,sentibignomics_x0.1
expedient,-0.025,sentibignomics_x0.1
expedite,0.03,sentibignomics_x0.1
expel,-0.04,sentibignomics_x0.1
expendable,0.01,sentibignomics_x0.1
expenditure,0.005,sentibignomics_x0.1
expensive,-0.035,sentibignomics_x0.1
experience,0.03,sentibignomics_x0.1
experienced,0.03,sentibignomics_x0.1
expert,0.055,sentibignomics_x0.1
expiration,-0.03,sentibignomics_x0.1
expire,-0.04,sentibignomics_x0.1
expiry,-0.025,sentibignomics_x0.1
explain,0.0,sentibignomics_x0.1
explicit,-0.06,sentibignomics_x0.1
explode,0.045,sentibignomics_x0.1
exploit,-0.07,sentibignomics_x0.1
exploitable,-0.06,sentibignomics_x0.1
exploitation,-0.075,sentibignomics_x0.1
exploitative,-0.05,sentibignomics_x0.1
explosion,-0.06,sentibignomics_x0.1
explosive,0.005,sentibignomics_x0.1
exponential,0.05,sentibignomics_x0.1
export,0.0,sentibignomics_x0.1
exporter,0.0,sentibignomics_x0.1
expose,-0.02,sentibignomics_x0.1
exposure,0.02,sentibignomics_x0.1
express,0.03,sentibignomics_x0.1
expression,0.02,sentibignomics_x0.1
expressive,0.04,sentibignomics_x0.1
expropriate,-0.04,sentibignomics_x0.1
expropriation,-0.065,sentibignomics_x0.1
expulsion,-0.04,sentibignomics_x0.1
extend,0.035,sentibignomics_x0.1
extensive,0.04,sentibignomics_x0.1
extent,0.015,sentibignomics_x0.1
extenuate,-0.005,sentibignomics_x0.1
exterminating,-0.04,sentibignomics_x0.1
extinction,-0.08,sentibignomics_x0.1
extinguish,-0.04,sentibignomics_x0.1
extol,0.055,sentibignomics_x0.1
extort,-0.05,sentibignomics_x0.1
extortion,-0.08,sentibignomics_x0.1
extortionate,-0.055,sentibignomics_x0.1
extra,0.07,sentibignomics_x0.1
extractive,0.025,sentibignomics_x0.1
extrajudicial,-0.05,sentibignomics_x0.1
extraordinary,0.075,sentibignomics_x0.1
extrapolate,0.0,sentibignomics_x0.1
extravagance,0.06,sentibignomics_x0.1
extravagant,0.06,sentibignomics_x0.1
extreme,-0.005,sentibignomics_x0.1
extremism,-0.05,sentibignomics_x0.1
extremist,-0.01,sentibignomics_x0.1
extricate,0.03,sentibignomics_x0.1
exuberance,0.065,sentibignomics_x0.1
exuberant,0.055,sentibignomics_x0.1
exude,0.03,sentibignomics_x0.1
eyed,0.0,sentibignomics_x0.1
eyesore,-0.06,sentibignomics_x0.1
fabled,-0.015,sentibignomics_x0.1
fabulous,0.08,sentibignomics_x0.1
face,0.0,sentibignomics_x0.1
faceless,-0.04,sentibignomics_x0.1
facie,0.0,sentibignomics_x0.1
facility,0.0,sentibignomics_x0.1
fact,0.0,sentibignomics_x0.1
facto,0.0,sentibignomics_x0.1
factory,0.0,sentibignomics_x0.1
factual,0.07,sentibignomics_x0.1
fad,-0.01,sentibignomics_x0.1
fade,-0.02,sentibignomics_x0.1
fading,-0.04,sentibignomics_x0.1
failed,-0.075,sentibignomics_x0.1
fair,0.04,sentibignomics_x0.1
fairness,0.055,sentibignomics_x0.1
faith,0.075,sentibignomics_x0.1
faithful,0.07,sentibignomics_x0.1
fake,-0.05,sentibignomics_x0.1
faller,-0.025,sentibignomics_x0.1
falloff,-0.04,sentibignomics_x0.1
fallout,-0.06,sentibignomics_x0.1
falsely,-0.05,sentibignomics_x0.1
falsification,-0.06,sentibignomics_x0.1
falsify,-0.055,sentibignomics_x0.1
falsity,-0.05,sentibignomics_x0.1
falter,-0.05,sentibignomics_x0.1
faltering,-0.045,sentibignomics_x0.1
fame,0.065,sentibignomics_x0.1
famed,0.035,sentibignomics_x0.1
famous,0.06,sentibignomics_x0.1
fan,0.03,sentibignomics_x0.1
fanciful,0.05,sentibignomics_x0.1
fancy,0.06,sentibignomics_x0.1
fantastic,0.09,sentibignomics_x0.1
fantasy,0.025,sentibignomics_x0.1
far,0.0,sentibignomics_x0.1
farce,-0.04,sentibignomics_x0.1
farcical,-0.04,sentibignomics_x0.1
fare,0.045,sentibignomics_x0.1
fascinating,0.065,sentibignomics_x0.1
fascination,0.075,sentibignomics_x0.1
fashion,0.015,sentibignomics_x0.1
fashionable,0.065,sentibignomics_x0.1
fashioned,0.04,sentibignomics_x0.1
fast,0.04,sentibignomics_x0.1
faster,0.02,sentibignomics_x0.1
fastest,0.06,sentibignomics_x0.1
fastgrowing,0.075,sentibignomics_x0.1
fastidious,0.04,sentibignomics_x0.1
fat,-0.005,sentibignomics_x0.1
fatal,-0.08,sentibignomics_x0.1
fatality,-0.08,sentibignomics_x0.1
fatally,-0.09,sentibignomics_x0.1
fate,0.02,sentibignomics_x0.1
fated,0.02,sentibignomics_x0.1
fateful,0.045,sentibignomics_x0.1
fatigue,-0.04,sentibignomics_x0.1
fatten,0.03,sentibignomics_x0.1
fault,-0.04,sentibignomics_x0.1
faulty,-0.04,sentibignomics_x0.1
faux,-0.04,sentibignomics_x0.1
favor,0.04,sentibignomics_x0.1
favorable,0.05,sentibignomics_x0.1
favorably,0.07,sentibignomics_x0.1
favored,0.065,sentibignomics_x0.1
favorite,0.05,sentibignomics_x0.1
favoritism,0.0,sentibignomics_x0.1
faze,-0.015,sentibignomics_x0.1
fear,-0.055,sentibignomics_x0.1
fearful,-0.08,sentibignomics_x0.1
fearlessness,0.055,sentibignomics_x0.1
feasibility,0.035,sentibignomics_x0.1
feasible,0.035,sentibignomics_x0.1
feast,0.055,sentibignomics_x0.1
feat,0.045,sentibignomics_x0.1
febrile,-0.02,sentibignomics_x0.1
feckless,-0.075,sentibignomics_x0.1
feeble,-0.03,sentibignomics_x0.1
feel,0.0,sentibignomics_x0.1
feelgood,0.05,sentibignomics_x0.1
feeling,0.0,sentibignomics_x0.1
feisty,-0.01,sentibignomics_x0.1
felonious,-0.065,sentibignomics_x0.1
felony,-0.07,sentibignomics_x0.1
fend,0.05,sentibignomics_x0.1
ferment,0.02,sentibignomics_x0.1
ferocious,-0.04,sentibignomics_x0.1
ferocity,0.0,sentibignomics_x0.1
fertile,0.04,sentibignomics_x0.1
fervent,0.015,sentibignomics_x0.1
fervor,-0.005,sentibignomics_x0.1
fester,-0.055,sentibignomics_x0.1
festoon,0.0,sentibignomics_x0.1
fete,0.015,sentibignomics_x0.1
feud,-0.045,sentibignomics_x0.1
fever,-0.045,sentibignomics_x0.1
fevered,-0.04,sentibignomics_x0.1
feverish,-0.035,sentibignomics_x0.1
few,-0.005,sentibignomics_x0.1
fiasco,-0.055,sentibignomics_x0.1
fickle,-0.03,sentibignomics_x0.1
fictional,-0.02,sentibignomics_x0.1
fictitious,-0.015,sentibignomics_x0.1
fiddly,-0.035,sentibignomics_x0.1
fide,0.0,sentibignomics_x0.1
fiduciary,0.04,sentibignomics_x0.1
field,0.0,sentibignomics_x0.1
fierce,-0.025,sentibignomics_x0.1
fight,-0.02,sentibignomics_x0.1
fighter,0.035,sentibignomics_x0.1
fighting,-0.05,sentibignomics_x0.1
figure,0.0,sentibignomics_x0.1
fill,0.015,sentibignomics_x0.1
fillip,0.005,sentibignomics_x0.1
filthy,-0.06,sentibignomics_x0.1
fin,0.0,sentibignomics_x0.1
final,0.0,sentibignomics_x0.1
finale,0.035,sentibignomics_x0.1
finalize,0.065,sentibignomics_x0.1
finance,0.01,sentibignomics_x0.1
financial,0.0,sentibignomics_x0.1
financing,0.04,sentibignomics_x0.1
find,0.0,sentibignomics_x0.1
finding,0.03,sentibignomics_x0.1
fine,0.04,sentibignomics_x0.1
finesse,0.04,sentibignomics_x0.1
finished,0.0,sentibignomics_x0.1
finishing,0.0,sentibignomics_x0.1
fire,-0.005,sentibignomics_x0.1
firepower,0.03,sentibignomics_x0.1
firing,-0.08,sentibignomics_x0.1
firm,0.005,sentibignomics_x0.1
first,0.0,sentibignomics_x0.1
fishy,-0.06,sentibignomics_x0.1
fisted,-0.015,sentibignomics_x0.1
fit,0.0,sentibignomics_x0.1
fitful,-0.025,sentibignomics_x0.1
fix,0.045,sentibignomics_x0.1
fixing,0.06,sentibignomics_x0.1
fizzle,-0.03,sentibignomics_x0.1
flabby,-0.045,sentibignomics_x0.1
flag,-0.025,sentibignomics_x0.1
flagging,-0.015,sentibignomics_x0.1
flagrant,-0.02,sentibignomics_x0.1
flailing,-0.035,sentibignomics_x0.1
flair,0.02,sentibignomics_x0.1
flaky,-0.05,sentibignomics_x0.1
flamboyant,-0.015,sentibignomics_x0.1
flame,-0.045,sentibignomics_x0.1
flare,0.04,sentibignomics_x0.1
flash,0.005,sentibignomics_x0.1
flashy,0.04,sentibignomics_x0.1
flat,0.0,sentibignomics_x0.1
flatline,-0.055,sentibignomics_x0.1
flatten,-0.02,sentibignomics_x0.1
flatter,0.05,sentibignomics_x0.1
flattering,0.065,sentibignomics_x0.1
flattish,-0.03,sentibignomics_x0.1
flavor,0.04,sentibignomics_x0.1
flaw,-0.03,sentibignomics_x0.1
flawless,0.085,sentibignomics_x0.1
fledgling,-0.005,sentibignomics_x0.1
flee,-0.055,sentibignomics_x0.1
fleece,-0.015,sentibignomics_x0.1
flex,0.025,sentibignomics_x0.1
flexibility,0.055,sentibignomics_x0.1
flexible,0.045,sentibignomics_x0.1
flick,0.0,sentibignomics_x0.1
flicker,0.0,sentibignomics_x0.1
flight,0.0,sentibignomics_x0.1
flimsy,-0.04,sentibignomics_x0.1
flinch,-0.04,sentibignomics_x0.1
flip,0.0,sentibignomics_x0.1
flirt,0.005,sentibignomics_x0.1
flit,0.0,sentibignomics_x0.1
flock,0.005,sentibignomics_x0.1
flog,-0.025,sentibignomics_x0.1
flood,-0.045,sentibignomics_x0.1
flooded,-0.025,sentibignomics_x0.1
floored,-0.02,sentibignomics_x0.1
flop,-0.03,sentibignomics_x0.1
flourish,0.07,sentibignomics_x0.1
flout,-0.04,sentibignomics_x0.1
flow,0.025,sentibignomics_x0.1
fluctuate,-0.025,sentibignomics_x0.1
fluctuation,-0.035,sentibignomics_x0.1
fluent,0.05,sentibignomics_x0.1
fluffy,0.03,sentibignomics_x0.1
flung,0.0,sentibignomics_x0.1
flunk,-0.05,sentibignomics_x0.1
flush,-0.025,sentibignomics_x0.1
fob,-0.005,sentibignomics_x0.1
focal,0.005,sentibignomics_x0.1
focus,0.02,sentibignomics_x0.1
foe,-0.04,sentibignomics_x0.1
fog,-0.025,sentibignomics_x0.1
foist,-0.045,sentibignomics_x0.1
fold,-0.03,sentibignomics_x0.1
folksy,-0.01,sentibignomics_x0.1
follow,0.0,sentibignomics_x0.1
folly,-0.07,sentibignomics_x0.1
foment,-0.015,sentibignomics_x0.1
fond,0.04,sentibignomics_x0.1
fondness,0.045,sentibignomics_x0.1
food,0.0,sentibignomics_x0.1
fool,-0.075,sentibignomics_x0.1
foolhardy,-0.05,sentibignomics_x0.1
foolish,-0.03,sentibignomics_x0.1
footed,0.01,sentibignomics_x0.1
foothold,0.02,sentibignomics_x0.1
footloose,0.0,sentibignomics_x0.1
foray,-0.01,sentibignomics_x0.1
forbear,0.0,sentibignomics_x0.1
forbearance,-0.02,sentibignomics_x0.1
forbearances,-0.025,sentibignomics_x0.1
forbid,-0.04,sentibignomics_x0.1
force,0.0,sentibignomics_x0.1
forceful,-0.05,sentibignomics_x0.1
forebear,0.0,sentibignomics_x0.1
forebearance,-0.02,sentibignomics_x0.1
forecast,0.0,sentibignomics_x0.1
foreclose,-0.07,sentibignomics_x0.1
foreclosed,-0.09,sentibignomics_x0.1
foreclosure,-0.05,sentibignomics_x0.1
forefront,0.055,sentibignomics_x0.1
forego,0.0,sentibignomics_x0.1
foreground,0.01,sentibignomics_x0.1
foreign,0.0,sentibignomics_x0.1
foremost,0.03,sentibignomics_x0.1
foresee,0.06,sentibignomics_x0.1
foreseeable,0.02,sentibignomics_x0.1
foreshadow,0.055,sentibignomics_x0.1
foresight,0.015,sentibignomics_x0.1
forestall,0.0,sentibignomics_x0.1
foretell,0.0,sentibignomics_x0.1
forfeit,-0.045,sentibignomics_x0.1
forfeitable,-0.03,sentibignomics_x0.1
forfeiture,-0.03,sentibignomics_x0.1
forge,0.0,sentibignomics_x0.1
forger,-0.04,sentibignomics_x0.1
forgery,-0.06,sentibignomics_x0.1
forget,-0.04,sentibignomics_x0.1
forgive,0.07,sentibignomics_x0.1
forgiveness,0.045,sentibignomics_x0.1
forgiving,0.06,sentibignomics_x0.1
forgo,-0.015,sentibignomics_x0.1
forgone,-0.025,sentibignomics_x0.1
form,0.0,sentibignomics_x0.1
formalize,0.04,sentibignomics_x0.1
formidable,0.02,sentibignomics_x0.1
formulaic,0.0,sentibignomics_x0.1
forsake,-0.03,sentibignomics_x0.1
forswear,-0.02,sentibignomics_x0.1
forthwith,0.0,sentibignomics_x0.1
fortified,0.07,sentibignomics_x0.1
fortify,0.04,sentibignomics_x0.1
fortress,0.035,sentibignomics_x0.1
fortunate,0.07,sentibignomics_x0.1
fortune,0.05,sentibignomics_x0.1
fossilized,-0.005,sentibignomics_x0.1
foster,0.035,sentibignomics_x0.1
foul,-0.04,sentibignomics_x0.1
foundry,0.0,sentibignomics_x0.1
fraction,0.0,sentibignomics_x0.1
fractious,-0.025,sentibignomics_x0.1
fracture,-0.045,sentibignomics_x0.1
fractured,-0.05,sentibignomics_x0.1
fracturing,-0.05,sentibignomics_x0.1
fragile,-0.06,sentibignomics_x0.1
fragility,-0.03,sentibignomics_x0.1
fragment,-0.025,sentibignomics_x0.1
fragmentary,-0.02,sentibignomics_x0.1
fragmentation,-0.045,sentibignomics_x0.1
frail,-0.065,sentibignomics_x0.1
framework,0.0,sentibignomics_x0.1
frantic,-0.035,sentibignomics_x0.1
fraud,-0.065,sentibignomics_x0.1
